NCM,DESCRICAO
03062300,CAMAROES NAO CONGELADOS
03062400,CARANGUEJOS NAO CONGELADOS
03062900,OUTS.CRUSTACEOS NAO CONGEL.INCL.FARINHAS P/ALIM.HUMANA
03062901,"FARINHAS DE CRUSTACEOS,P/ALIMENTACAO HUMANA"
03062999,OUTS.CRUSTACEOS NAO CONGELADOS
03071000,OSTRAS
03072100,"VIEIRAS/OUTS.MARISCOS VIVOS,FRESCOS/REFRIGERADOS"
03072900,"VIEIRAS/OUTS.MARISCOS,CONGELADOS/SECOS/SALGADOS/ETC."
03073100,"MEXILHOES VIVOS,FRESCOS/REFRIGERADOS"
03073900,MEXILHOES CONGELADOS/SECOS/SALGADOS/EM SALMOURA
03074100,"SIBAS E SEPIOLAS VIVAS,FRESCAS/REFRIGERADAS"
03074901,"CALAMAR OU LULA,CONGELADOS"
03074911,"POTAS E LULAS (OMMASTREPHES,LOLIGO,ETC),CONGELADOS"
03074919,"SIBAS (CHOCOS)(ETC) E SEPIOLAS,CONGELADOS"
03074920,"SIBAS,SEPIOLAS,POTAS E LULAS,SECOS,SALGADOS,EM SALMOURA"
03074999,"OUTS.SIBAS,SEPIOLAS E LULAS,CONGELADAS"
03075100,"POLVOS (OCTOPUS SPP) VIVOS,FRESCOS OU REFRIGERADOS"
03075901,POLVOS (OCTOPUS SPP) CONGELADOS
03075910,POLVOS (OCTOPUS SPP) CONGELADOS
03075920,"POLVOS (OCTOPUS SPP) SECOS,SALGADOS OU EM SALMOURA"
03075999,POLVOS (OCTOPUS SPP) SECOS/SALGADOS/EM SALMOURA
03076000,"CARACOIS,EXC.OS DO MAR"
03079100,OUTS.MOLUSCOS/ETC.VIVOS/FRESCOS/REFRIGERADOS
03079900,"OUTROS MOLUSCOS,INVERTEBR.AQUATIC.CONGELADOS,SECOS,ETC."
03079901,"MIUDOS COMESTIV.DE INVERTEBRADOS AQUATICOS,CONGELADOS"
03079999,"OUTS.MOLUSCOS/ETC.INCL.FARINHA,P/ALIMENTACAO HUMANA"
04011000,"LEITE/CREME DE LEITE,N/CONCENTRADO,N/ADOCICADO,GORD<=1%"
04011010,"LEITE UHT,CONT.MATERIA GORDA<=1%,NAO CONCENTRADO,N/ADOC"
04011090,"OUTS.LEITES E CREMES,MATER.GORDA<=1%,N/CONCENTR.N/ADOC."
04012000,"LEITE/CREME DE LEITE,N/CONCENTRADO,N/ADOCIC1%<GORD<=6%"
04012010,"LEITE UHT,1%<MATERIA GORDA<=6%,NAO CONCENTRADO,N/ADOC."
04012090,"OUTS.LEITES E CREMES,1%<MAT.GORDA<=6%,N/CONCENTR.N/ADOC"
04013001,"LEITE N/CONCENTRADO,N/ADOCICADO,TEOR DE GORDURA>6%"
04013002,"CREME DE LEITE,N/CONCENTRADO,N/ADOCICADO,GORDURA>6%"
04013010,"LEITE CONT.MATERIA GORDA>6%,NAO CONCENTRADO,N/ADOCICADO"
04013021,"CREME DE LEITE,UHT,MATERIA GORDA>6%,NAO CONCENTR.N/ADOC"
04013029,"OUTROS CREMES DE LEITE,MATER.GORDA>6%,N/CONCENTR.N/ADOC"
04021001,"LEITE EM PO DESNATADO,GORDURA<=1,5%,EXC.P/ALIM.INFANTIL"
04021002,"LEITE EM PO DESNATADO,GORDURA<=1,5%,P/USO INDUSTRIAL"
04021010,"LEITE EM PO,MAT.GORDA<=1,5%,ARSENIO<5PPM,CONCENTR.ADOC."
04021090,"OUTS.LEITES,CREMES,EM PO,MAT.GORDA<=1,5%,CONCENTR.ADOC."
04021099,"OUTS.LEITES/CREMES DE LEITE,EM PO,CONCENTR.GORD<=1,5%"
04022101,"LEITE EM PO INTEGRAL,GORDURA>=26%,N/ADOCICADO"
04022102,"CREME DE LEITE,EM PO,CONCENTRADO,N/ADOCICADO,GORD> 15%"
04022110,"LEITE INTEGRAL,EM PO,MATERIA GORDA>15%,CONCENTR.N/ADOC"
04022120,"LEITE PARC.DESNAT.EM PO,MAT.GORDA>15%,CONCENTR.N/ADOC."
04022130,"CREME DE LEITE,EM PO,MATERIA GORDA>15%,CONCENTR.N/ADOC"
04022901,"LEITE EM PO INTEGRAL,GORDURA>=26%,ADOCICADO"
04022902,"CREME DE LEITE,EM PO,CONCENTRADO,ADOCICADO,GORDURA>15%"
04022910,"LEITE INTEGRAL,EM PO,ETC.MATERIA GORDA>15%,ADOCICADO"
04022920,"LEITE PARCIALM.DESNATADO,EM PO,MATERIA GORDA>15%,ADOC."
04022930,"CREME DE LEITE,EM PO,ETC.MATERIA GORDA>15%,ADOCICADO"
04029100,"LEITE/CREME DE LEITE,N/ADOCICADO,EXC.EM PO/GRANULO/ETC."
04029900,"OUTROS LEITES,CREMES DE LEITE,CONCENTRADOS,ADOCICADOS"
04029901,LEITE PARCIALMENTE DESIDRATADO (CONDENSADO/EVAPORADO)
04029902,OUTS.CREMES DE LEITE
04031000,IOGURTE
04031001,IOGURTE NAO CONCENTRADO NEM ADOCICADO
04031002,IOGURTE ADICIONADO DE SUBSTANCIA AROMATICA/FRUTAS
04031099,OUTS.IOGURTES
04039000,"LEITELHO,LEITE,CREME DE LEITE,COALHADOS,FERMENTADOS,ETC"
04039001,"CREME DE LEITE,FERMENTADO/ACIDIFICADO"
04039099,LEITELHO/LEITE/COALHADA/ETC.FERMENTADOS/ACIDIFICADOS
04041000,"SORO DE LEITE,MODIFICADO OU NAO,MESMO CONCENTRADO,ADOC."
04041001,SORO DE LEITE N/CONCENTR.N/ACUCAR.RECIP.METAL.FECHADO
04041099,OUTS.SOROS DE LEITE MESMO CONCENTRADOS/ADOCICADOS
04049000,"OUTROS PRODS.CONSTITUIDOS DO LEITE,MESMO ADOCICADOS,ETC"
04049001,PRODS.DO LEITE N/CONCENTR.N/ACUCAR.RECIP.METAL.FECHADO
04049099,OUTS.PRODS.DO LEITE MESMO CONCENTRADOS/ADOCICADOS
04050001,"MANTEIGA NATURAL,FRESCA OU SALGADA"
04050002,OLEO DE MANTEIGA ( BUTTER-OIL )
04050099,OUTS.MATERIAS GORDAS PROVENIENTES DO LEITE
04051000,MANTEIGA
04052000,PASTAS DE ESPALHAR (BARRAR) DE PRODS.PROVEN.DO LEITE
04059010,OLEO BUTIRICO DE MANTEIGA ( BUTTER OIL )
04059090,OUTRAS MATERIAS GORDAS PROVENIENTES DO LEITE
04061001,REQUEIJAO
04061002,"QUEIJOS FRESCOS,TIPO MINAS"
04061003,"QUEIJOS TIPO MUSSARELA,FRESCOS"
04061010,"QUEIJO TIPO MUSSARELA,FRESCO (NAO CURADO)"
04061090,"OUTS.QUEIJOS FRESCOS (NAO CURADOS),INCL.REQUEIJAO,ETC."
04061099,"QUEIJOS FRESCOS,NAO CURADOS,EXC.TIPO MINAS/REQUEIJAO"
04062000,"QUEIJOS RALADOS OU EM PO,DE QUALQUER TIPO"
04063000,"QUEIJOS FUNDIDOS,EXCETO RALADOS OU EM PO"
04064000,QUEIJOS DE PASTA MOFADA (AZUL)
04064001,"QUEIJOS DE PASTA MOFADA (AZUL),TIPO GORGONZOLA"
04064099,"QUEIJOS DE PASTA MOFADA (AZUL),EXC.TIPO GORGONZOLA"
04069001,QUEIJOS TIPO BELPAESE
04069002,QUEIJOS TIPO COBOCO
04069003,QUEIJOS TIPO DAMBO
04069004,QUEIJOS TIPO EDAN (RENO OU PALMIRA)
04069005,QUEIJOS TIPO ESTEPE
04069006,QUEIJOS TIPO FANTINA
04069007,QUEIJOS TIPO GOUDA
04069008,QUEIJOS TIPO GRUIERE
04069009,QUEIJOS TIPO MONTANHES
04069010,"QUEIJOS CONT.TEOR DE UMIDADE<36%,EM PESO (MASSA DURA)"
04069011,QUEIJOS TIPO PARMESAO
04069012,QUEIJOS TIPO PRATO
04069013,QUEIJOS TIPO PROVOLONE
04069014,QUEIJOS TIPO SICILIANO
04069020,"QUEIJOS CONT36%<=TEOR DE UMIDADE<46%,(MASSA SEMIDURA)"
04069030,"QUEIJOS CONT46%<=TEOR DE UMIDADE<55%,(MASSA MACIA)"
04069090,OUTROS QUEIJOS
04069099,OUTS.QUEIJOS
04070001,"OVOS DE GALINHA,FRESCOS,PARA INCUBACAO"
04070002,"OVOS DE OUTS.AVES,FRESCOS,PARA INCUBACAO"
04070011,"OVOS DE GALINHA,PARA INCUBACAO"
04070019,"OVOS DE OUTRAS AVES,PARA INCUBACAO"
04070090,"OUTROS OVOS DE AVES,COM CASCA,FRESCOS,CONSERVAD.COZIDOS"
04070099,"OVOS DE AVES,C/CASCA,CONSERVADOS/COZIDOS"
04081100,"GEMAS DE OVOS,SECAS"
04081900,"GEMAS DE OVOS,FRESCAS,COZIDAS EM AGUA OU VAPOR,ETC."
04081901,"GEMAS DE OVOS,FRESCAS"
04081999,"GEMAS DE OVOS,COZIDAS EM AGUA/VAPOR,CONGELADAS,MOLDADAS"
04089100,"OVOS DE AVES,S/CASCA,SECOS"
04089900,"OUTS.OVOS DE AVES,SEM CASCA,FRESCOS,COZIDOS EM AGUA,ETC"
04089901,"OVOS DE AVES,S/CASCA,FRESCOS,P/CONSUMO"
04089999,"OVOS DE AVES,S/CASCA,COZIDOS EM AGUA/VAPOR,CONSERVADOS/"
04090000,MEL NATURAL
04100000,OUTS.PRODS.COMESTIVEIS DE ORIGEM ANIMAL
05010000,"CABELOS EM BRUTO,E DESPERDICIOS DE CABELO"
05021001,"CERDAS DE PORCO,EM BRUTO"
05021011,"CERDAS DE PORCO,LAVADAS,ALVEJADAS OU DESENGORDURADAS"
05021019,OUTRAS CERDAS DE PORCO E SEUS DESPERDICIOS
05021090,CERDAS DE JAVALI E SEUS DESPERDICIOS
05021099,CERDAS DE JAVALI E SEUS DESPERDICIOS
05029001,PELOS P/ESCOVAS/PINCEIS/ETC.LAVADOS/ALVEJADOS/DESENGORD
05029010,"PELOS DE TEXUGO E OUTROS PELOS P/ESCOVAS,PINCEIS,ETC."
05029020,DESPERDICIOS DE PELOS
05029099,DESPERDS.DE PELOS P/ESCOVAS/PINCEIS/ETC.
05030000,"CRINAS E SEUS DESPERDICIOS,MESMO EM MANTAS"
05030001,CRINAS EM BRUTO
05030002,DESPERDS.DE CRINAS
05040001,"TRIPAS DE BOVINO,FRESCAS"
05040002,TRIPAS DE OVINO
05040003,TRIPAS DE SUINO
05040004,"BUCHOS DE ANIMAIS,EXCETO DE PEIXES"
05040011,"TRIPAS DE BOVINOS,FRESCAS,REFRIG.CONGEL.SALG.DEFUMADAS"
05040012,"TRIPAS DE OVINOS,FRESCAS,REFRIG.CONGEL.SALGAD.DEFUMADAS"
05040013,"TRIPAS DE SUINOS,FRESCAS,REFRIG.CONGEL.SALGAD.DEFUMADAS"
05040019,"TRIPAS DE OUTROS ANIMAIS,EXC.PEIXES,FRESCAS,REFRIG.ETC."
05040090,"BEXIGAS E ESTOMAGOS,DE ANIMAIS,EXC.PEIXES,FRESCAS,ETC."
05040099,"OUTS.TRIPAS,ESTOMAGOS,BEXIGAS DE ANIMAIS,EXC.DE PEIXES"
05051000,"PENAS P/ENCHIMENTO/ESTOFAMENTO,PENUGEM"
05059000,"PELES E OUTS.PARTES DE AVES,COM SUAS PENAS,PENUGEM,ETC."
05059001,PENAS E PARTES DE PENAS (MESMO APARADAS)
05059099,"OUTS.PELES/PARTES DE AVES,POS/DESPERDICIOS DE PENAS"
05061000,OSSEINA E OSSOS ACIDULADOS
05069000,"OUTROS OSSOS E NUCLEOS CORNEOS,EM BRUTO,DESENGORD.ETC."
05069001,"OSSOS E NUCLEOS CORNEOS,EM BRUTO"
05069002,"OSSOS E NUCLEOS CORNEOS,DESENGORDURADOS/PREPARADOS/ETC"
05069003,OSSOS PARTIDOS OU TRITURADOS
05069004,"POS E DESPERDICIOS DE OSSOS,NUCLEOS CORNEOS"
05069099,OUTS.OSSOS E NUCLEOS CORNEOS
05071000,MARFIM E SEUS POS E DESPERDICIOS
05079000,"CARAPACAS DE TARTARUGAS,CHIFRES,GALHADAS,CASCOS,ETC."
05079001,CHIFRES/GALHADAS/CASCOS/UNHAS/ETC.EM BRUTO
05079002,"REBARBAS/POS/DESPERDICIOS,DE BALEIA/MAMIFEROS MARINHOS"
05079099,"CARAPACAS DE TARTARUGA,EM BRUTO/PREPARADAS/POS/DESPERD"
05080000,"CORAL/CONCHAS/ETC.DE MOLUSCO/CRUSTACEO,EM BRUTO/PREPAR."
05090000,ESPONJAS NATURAIS DE ORIGEM ANIMAL
05100001,"BILIS DE BOI,P/PREPAR.DE PRODS.FARMACEUTICOS"
05100002,"CALCULOS BILIARES,P/PREPAR.DE PRODS.FARMACEUTICOS"
05100003,"PANCREAS DE BOVINO,P/PREPAR.DE PRODS.FARMACEUTICOS"
05100004,"CEREBRO DE ANIMAIS,P/PREPAR.DE PRODS.FARMACEUTICOS"
05100005,"PULMOES DE ANIMAIS,P/PREPAR.DE PRODS.FARMACEUTICOS"
05100010,"PANCREAS DE BOVINOS,P/PREPAR.PROD.FARMACEUT.FRESCAS,ETC"
05100090,"OUTRAS SUBSTANCIAS DE ANIMAIS,P/PREPAR.PRODS.FARMACEUT."
05100099,"OUTS.SUBST.DE ORIG.ANIMAL,P/PREPAR.PRODS.FARMACEUTICOS"
05111000,SEMEN DE BOVINO
05119101,BEXIGAS NATATORIAS
05119102,PRODS.DE CRUSTACEO/ETC.IMPROPRIO P/ALIMENTACAO HUMANA
05119103,"PEIXES/CRUSTACEOS/MOLUSCOS/INVERTEBR.AQUATICOS,MORTOS"
05119110,"OVAS DE PEIXES,FECUNDADAS PARA REPRODUCAO"
05119190,"OUTROS PRODS.DE PEIXES,ETC.IMPROPRIOS P/ALIMENT.HUMANA"
05119901,SANGUE
05119902,COCHONILHA E INSETOS SEMELHANTES
05119903,"SEMEN DE ANIMAIS REPRODUTORES,EXC.DE BOVINO"
05119904,OVOS DE BICHO-DA-SEDA
05119905,ASAS DE BORBOLETAS
05119906,TENDOES E NERVOS
05119907,APARAS/DESPERDS.DE PELES NAO CURTIDAS
05119908,CAVALOS/BOVINOS/SUINOS/CAPRINOS/OVINOS/AVES/ETC.MORTOS
05119909,"EMBRIOES DE ANIMAIS,PARA TRANSPLANTE"
05119910,EMBRIOES DE ANIMAIS
05119920,SEMEN ANIMAL
05119930,OVOS DE BICHO-DA-SEDA
05119990,"OUTROS PRODS.DE ANIMAIS,IMPROPRIOS P/ALIMENTACAO HUMANA"
05119999,"OUTS.PROD.DE ORIGEM ANIMAL,IMPROPR.P/ALIMENTACAO HUMANA"
06011000,"BULBOS,TUBERCULOS,RIZOMAS,ETC.EM REPOUSO VEGETATIVO"
06011001,BULBOS DE BEGONIA/GLADIOLO/ETC.EM REPOUSO VEGETATIVO
06011099,OUTS.BULBOS/TUBERCULOS/RAIZES/ETC.EM REPOUSO VEGETATIVO
06012000,BULBOS/TUBERCULOS/RAIZES/ETC.EM VEGETACAO/EM FLOR
06021000,ESTACAS NAO ENRAIZADAS E ENXERTOS
06021001,"ESTACAS NAO ENRAIZADAS/ENXERTOS,DE DRACENA"
06021099,"ESTACAS NAO ENRAIZADAS/ENXERTOS,EXC.DRACENA"
06022000,"ARVORES/ARBUSTOS,DE FRUTOS COMESTIVEIS,ENXERTADOS/NAO"
06023000,"RODODENDROS E AZALEIAS,ENXERTADOS OU NAO"
06024000,"ROSEIRAS,ENXERTADAS OU NAO"
06024001,"MUDAS DE ROSEIRAS,ENXERTADAS OU NAO"
06024099,"ROSEIRAS,ENXERTADAS OU NAO,EXC.AS MUDAS"
06029010,MICELIOS DE COGUMELOS
06029021,MUDAS DE ORQUIDEAS
06029029,MUDAS DE OUTRAS PLANTAS ORNAMENTAIS
06029081,MUDAS DE CANA-DE-ACUCAR
06029082,MUDAS DE VIDEIRA
06029083,MUDAS DE CAFE
06029089,MUDAS DE OUTRAS PLANTAS
06029090,OUTRAS PLANTAS VIVAS
06029100,MICELIOS DE COGUMELOS
06029901,MUDAS DE CANA-DE-ACUCAR
06029999,OUTS.PLANTAS VIVAS (INCL.AS SUAS RAIZES)
06031000,"FLORES E SEUS BOTOES,FRESCOS,CORTADOS P/BUQUES,ETC."
06031001,"ROSAS/BOTOES,FRESCOS,CORTADOS P/BUQUES/ORNAMENTACAO"
06031002,"GLADIOLOS/BOTOES,FRESCOS,CORTADOS P/BUQUES/ORNAMENTACAO"
06031099,"OUTS.FLORES/BOTOES,FRESCOS,CORTADOS P/BUQUES/ORNAMENT."
06039000,"FLORES E SEUS BOTOES,SECOS,ETC.CORTADOS P/BUQUES,ETC."
06039001,"FLORES/BOTOES,SECOS,CORTADOS P/ORNAMENTACAO"
06039099,"FLORES/BOTOES,BRANQUEADAS/TINGIDAS/IMPREGNADAS/ETC."
06041000,MUSGOS E LINQUENS P/BUQUES OU ORNAMENTACAO
06049100,"FOLHAS/FOLHAGEM/RAMOS,FRESCOS,P/BUQUES/ORNAMENTACAO"
06049900,"FOLHAS/FOLHAGEM/RAMOS,SECOS/ETC.P/BUQUES/ORNAMENTACAO"
07011000,BATATAS PARA SEMEADURA (BATATA SEMENTE)
07019000,"BATATAS FRESCAS/REFRIGERADAS,EXC.P/SEMEADURA"
07020000,TOMATES FRESCOS OU REFRIGERADOS
07031000,"CEBOLA/CHALOTA,FRESCA/REFRIGERADA"
07031011,CEBOLAS PARA SEMEADURA
07031019,OUTRAS CEBOLAS FRESCAS OU REFRIGERADAS
07031021,ECHALOTES PARA SEMEADURA
07031029,OUTRAS ECHALOTES FRESCAS OU REFRIGERADAS
07032000,ALHOS FRESCOS OU REFRIGERADOS
07032010,ALHO PARA SEMEADURA
07032090,OUTROS ALHOS FRESCOS OU REFRIGERADOS
07039001,CEBOLINHAS FRESCAS OU REFRIGERADAS
07039010,"ALHO-PORRO E OUTS.PRODS.HORTICOLAS ALIACEOS,P/SEMEADURA"
07039090,"OUTS.ALHOS-PORROS,PRODS.HORTICOLAS ALIACEOS,FRESCOS,ETC"
07039099,"OUTS.PRODS.HORTICOLAS ALIACEOS,FRESCOS/REFRIGERADOS"
07041000,"COUVE-FLOR E BROCOLOS,FRESCOS/REFRIGERADOS"
07042000,"COUVE-DE-BRUXELAS,FRESCA OU REFRIGERADA"
07049000,"OUTS.PRODS.COMESTIV.DO GENERO BRASSICA ,FRESCOS/REFRIG"
07051100,"ALFACES REPOLHUDAS,FRESCAS OU REFRIGERADAS"
07051900,"ALFACES FRESCAS/REFRIGERADAS,EXC.REPOLHUDAS"
07052100,"CHICORIA FRESCA/REFRIGERADA, WITLOOF"
07052900,"CHICORIA FRESCA/REFRIGERADA,EXC. WITLOOF"
07061000,"CENOURAS E NABOS,FRESCOS/REFRIGERADOS"
07069000,"BETERRABAS/RABANETES/RAIZES COMESTIVEIS,FRESCOS/REFRIG."
07070000,"PEPINOS/PEPININHOS CORNICHONS ,FRESCOS/REFRIGERADOS"
07081000,"ERVILHAS (PISUM SATIVUM),FRESCAS OU REFRIGERADAS"
07082000,FEIJAO (VIGNA/PHASEOLUS SPP) FRESCO/REFRIGERADO
07089000,"OUTS.LEGUMES DE VAGEM,C/S VAGEM,FRESCOS/REFRIGERADOS"
07091000,ALCACHOFRAS FRESCAS OU REFRIGERADAS
07092000,ASPARGOS FRESCOS OU REFRIGERADOS
07093000,BERINJELAS FRESCAS OU REFRIGERADAS
07094000,"AIPO FRESCO OU REFRIGERADO,EXC.AIPO-RABANO"
07095100,COGUMELO FRESCO OU REFRIGERADO
07095200,TRUFAS FRESCAS OU REFRIGERADAS
07096000,"PIMENTAO/PIMENTA,GENERO CAPSICUM/PIMENTA,FRESCOS/REFRIG"
07097000,ESPINAFRES FRESCOS OU REFRIGERADOS
07099000,OUTS.PRODS.HORTICOLAS FRESCOS/REFRIGERADOS
07101000,"BATATAS CONGELADAS,N/COZIDAS OU COZIDAS AGUA/VAPOR"
07102100,"ERVILHAS (PISUM SATIVUM),CONGELADAS"
07102200,"FEIJAO (VIGNA/PHASEOLUS SPP),CONGELADO"
07102900,"OUTS.LEGUMES DE VAGEM,C/S VAGEM,CONGELADOS"
07103000,ESPINAFRES CONGELADOS
07104000,"MILHO DOCE,CONGELADO"
07108000,"OUTS.PRODS.HORTICOLAS CONGELADOS,COZIDOS OU NAO"
07109000,"MISTURA DE PRODS.HORTICOLAS,CONGELADOS"
07111000,"CEBOLAS CONSERVADAS EM AGUA SALGADA,SULFURADA,ETC."
07111001,CEBOLA CONSERVADA C/AGUA SALGADA/SULFURADA/OUTS.SUBST.
07111002,CEBOLA CONSERVADA DE OUTRO MODO
07112001,AZEITONA CONSERVADA C/AGUA SALGADA
07112002,AZEITONA CONSERVADA C/AGUA SULFURADA/OUTS.SUBSTANCIAS
07112003,AZEITONA CONSERVADA DE OUTRO MODO
07112010,AZEITONAS CONSERV.COM AGUA SALGADA
07112020,AZEITONAS CONSERV.COM AGUA SULFURADA/ADIC.DE OUTS SUBST
07112090,OUTRAS AZEITONAS CONSERVADAS TRANSITORIAMENTE
07113001,ALCAPARRAS CONSERVADAS C/AGUA SALGADA/SULFURADA/ETC.
07113002,ALCAPARRAS CONSERVADAS C/GAS SULFUROSO
07113010,"ALCAPARRAS CONSERVADAS EM AGUA SALGADA,SULFURADA,ETC."
07113090,OUTRAS ALCAPARRAS CONSERVADAS TRANSITORIAMENTE
07114000,"PEPINOS E PEPININHOS CONSERVADOS EM AGUA SALGADA,ETC."
07114001,PEPINOS/PEPININHOS CONSERVADOS C/AGUA SALGADA/SULFURADA
07114002,PEPINOS/PEPININHOS CONSERVADOS DE OUTRO MODO
07119000,"OUTROS PRODS.HORTS/MISTURAS,CONSERV.EM AGUA SALGADA,ETC"
07119001,OUTS.PRODS.HORTICOLAS CONSERVADOS C/AGUA SALGADA/ETC.
07119099,OUTS.PROD.HORTICOLAS CONSERVADOS DE OUTRO MODO
07121000,"BATATAS SECAS,MESMO EM PEDADOS/FATIAS,S/QQ.PREPARO"
07122000,"CEBOLA SECA,MESMO EM PEDACOS/FATIAS,S/QQ.PREPARO"
07123000,"COGUMELOS E TRUFAS,SECOS,INCL.PEDACOS,ETC.S/QQ.OUT.PREP"
07123001,"COGUMELO SECO,MESMO EM PEDACOS/FATIAS,S/QQ.PREPARO"
07123002,"TRUFAS SECAS,MESMO EM PEDACOS/FATIAS,S/QQ.PREPARO"
07129001,"CEBOLINHAS SECAS,MESMO EM PEDACOS/FATIAS,S/QQ.PREPARO"
07129002,"CENOURAS SECAS,MESMO EM PEDACOS/FATIAS,S/QQ.PREPARO"
07129003,"ALHO EM PO,SEM QUALQUER PREPARO"
07129004,"MILHO DOCE,MESMO EM PEDACOS/FATIAS,S/QQ.PREPARO"
07129010,ALHO COMUM EM PO SEM QUALQUER OUTRO PREPARO
07129090,"OUTS.PRODS.HORTS/MISTURAS,SECOS,INCL.PEDACOS,FATIAS,ETC"
07129099,"OUTS.PRODS.HORTICOLAS/MISTURAS,SECOS,S/QQ.PREPARO"
07131001,"ERVILHAS (PISUM SATIVUM),PARA SEMEADURA"
07131010,"ERVILHAS (PISUM SATIVUM),SECAS,EM GRAOS,PARA SEMEADURA"
07131090,"OUTRAS ERVILHAS (PISUM SATIVUM),SECAS,EM GRAOS"
07131099,"ERVILHAS (PISUM SATIVUM),SECAS EM GRAOS,EXC.SEMEADURA"
07132000,"GRAO-DE-BICO,SECO,EM GRAOS"
07132010,"GRAO-DE-BICO,SECO,PARA SEMEADURA"
07132090,"OUTROS GRAOS-DE-BICO,SECOS"
07133100,"FEIJAO (VIGNA MUNGO HEPPER/RADIATA),SECO,EM GRAOS"
07133110,"FEIJOES (VIGNA MUNGO OU RADIATA) SECOS,PARA SEMEADURA"
07133190,"OUTROS FEIJOES (VIGNA MUNGO OU RADIATA),SECOS,EM GRAOS"
07133200,"FEIJAO ADZUKI (PHASEOLUS/VIGNA ANGULARIS),SECO,EM GRAOS"
07133210,"FEIJAO ADZUKI,SECO,PARA SEMEADURA"
07133290,"OUTROS FEIJOES ADZUKI,SECOS,EM GRAOS"
07133301,"FEIJAO PRETO COMUM (PHASEOLUS VULGARIS),SECO,EM GRAOS"
07133302,"FEIJAO BRANCO COMUM (PHASEOLUS VULGARIS),SECO,EM GRAOS"
07133311,"FEIJAO COMUM,PRETO,SECO,PARA SEMEADURA"
07133319,"OUTROS FEIJOES COMUNS,PRETOS,SECOS,EM GRAOS"
07133321,"FEIJAO COMUM,BRANCO,SECO,PARA SEMEADURA"
07133329,"OUTROS FEIJOES COMUNS,BRANCOS,SECOS,EM GRAOS"
07133391,"OUTROS FEIJOES COMUNS,SECOS,PARA SEMEADURA"
07133399,"OUTS.FEIJOES COMUNS,(PHASEOLUS VULGARIS),SECOS,EM GRAOS"
07133900,"OUTS.FEIJOES (VIGNA/PHASEOLUS SPP),SECOS,EM GRAOS"
07133910,"OUTROS FEIJOES (VIGNA OU PHASEOLUS),SECOS,P/SEMEADURA"
07133990,"OUTROS FEIJOES (VIGNA OU PHASEOLUS),SECOS,EM GRAOS"
07134000,"LENTILHAS SECAS,EM GRAOS"
07134010,"LENTILHAS SECAS,PARA SEMEADURA"
07134090,"OUTRAS LENTILHAS SECAS,EM GRAOS"
07135000,"FAVAS E FAVA FORRAGEIRA,SECAS,EM GRAOS"
07135010,"FAVAS E FAVA FORRAGEIRA,SECAS,PARA SEMEADURA"
07135090,"OUTRAS FAVAS E FAVA FORRAGEIRA,SECAS,EM GRAOS"
07139000,"OUTS.LEGUMES DE VAGEM,SECOS,EM GRAOS"
07139010,"OUTROS LEGUMES DE VAGEM,SECOS,EM GRAOS,PARA SEMEADURA"
07139090,"OUTROS LEGUMES DE VAGEM,SECOS,EM GRAOS"
07141000,"RAIZES DE MANDIOCA,FRESCAS OU SECAS"
07142000,"BATATAS-DOCES,FRESCAS OU SECAS"
07149000,"OUTS.RAIZES,TUBERCULOS,FRESCOS,ETC.E MEDULA DE SAGUEIRO"
07149001,INHAMES FRESCOS OU SECOS
07149099,"OUTS.RAIZES/TUBERCULOS SEMELHANTES,FRESCOS/SECOS"
08011001,"COCOS FRESCOS/SECOS,C/CASCA"
08011002,"COCOS FRESCOS/SECOS,S/CASCA,MESMO RALADOS"
08011110,"COCOS SECOS,SEM CASCA,MESMO RALADOS"
08011190,OUTROS COCOS SECOS
08011900,COCOS FRESCOS
08012001,"CASTANHA-DO-PARA (CASTANHA-DO-BRASIL),NATURAL,C/CASCA"
08012002,"CASTANHA-DO-PARA (CASTANHA-DO-BRASIL),DESIDRAT.C/CASCA"
08012003,"CASTANHA-DO-PARA (CASTANHA-DO-BRASIL),SECA,S/CASCA"
08012099,"CASTANHA-DO-PARA (CASTANHA-DO-BRASIL),EM OUTRAS FORMAS"
08012100,"CASTANHA-DO-PARA,FRESCA OU SECA,COM CASCA"
08012200,"CASTANHA-DO-PARA,FRESCA OU SECA,SEM CASCA"
08013001,"CASTANHA DE CAJU,FRESCA OU SECA,COM CASCA"
08013002,"CASTANHA DE CAJU,FRESCA OU SECA,SEM CASCA"
08013100,"CASTANHA DE CAJU,FRESCA OU SECA,COM CASCA"
08013200,"CASTANHA DE CAJU,FRESCA OU SECA,SEM CASCA"
08021100,"AMENDOAS FRESCAS OU SECAS,COM CASCA"
08021200,"AMENDOAS FRESCAS OU SECAS,SEM CASCA"
08022100,"AVELAS (CORYLUS SPP),FRESCAS/SECAS,C/CASCA"
08022200,"AVELAS (CORYLUS SPP),FRESCAS/SECAS,S/CASCA"
08023100,"NOZES COM CASCA,FRESCAS OU SECAS"
08023200,"NOZES SEM CASCA,FRESCAS OU SECAS"
08024000,CASTANHAS (CASTANEA SPP) FRESCAS OU SECAS
08024001,"CASTANHA (CASTANEA SPP),FRESCA/SECA,C/CASCA"
08024002,"CASTANHA (CASTANEA SPP),FRESCA/SECA,S/CASCA"
08025000,PISTACIO FRESCO OU SECO
08029000,"OUTS.FRUTAS DE CASCA RIJA,FRESCAS OU SECAS"
